id,lat,lng,status,status_label,location,region,city
309,25.510671,68.273856,1,Safe,Hyderabad Zone #309,Hyderabad Zone,Hyderabad
310,24.991285,66.996912,1,Safe,Karachi Zone #310,Karachi Zone,Karachi
311,24.788132,66.929295,2,Unsafe,Karachi Zone #311,Karachi Zone,Karachi
312,26.111663,68.1288,2,Unsafe,Sindh Interior #312,Sindh Interior,Sindh
313,26.266139,68.417985,2,Unsafe,Sindh Interior #313,Sindh Interior,Sindh
314,31.308317,74.172373,2,Unsafe,Lahore Zone #314,Lahore Zone,Lahore
315,28.542889,77.251063,2,Unsafe,Delhi / NCR #315,Delhi / NCR,Delhi
316,28.234473,73.321087,1,Safe,Bikaner Zone #316,Bikaner Zone,Bikaner
317,27.922349,73.130237,2,Unsafe,Bikaner Zone #317,Bikaner Zone,Bikaner
318,27.882353,73.187367,2,Unsafe,Bikaner Zone #318,Bikaner Zone,Bikaner
319,27.875749,73.091367,2,Unsafe,Bikaner Zone #319,Bikaner Zone,Bikaner
320,27.965361,73.44844,2,Unsafe,Rajasthan Border #320,Rajasthan Border,Rajasthan
321,28.163433,73.574012,2,Unsafe,Rajasthan Border #321,Rajasthan Border,Rajasthan
322,28.038838,73.381826,2,Unsafe,Rajasthan Border #322,Rajasthan Border,Rajasthan
323,29.565808,71.675895,2,Unsafe,Bahawalpur Zone #323,Bahawalpur Zone,Bahawalpur
324,29.567724,71.713329,2,Unsafe,Bahawalpur Zone #324,Bahawalpur Zone,Bahawalpur
325,29.386229,71.653211,2,Unsafe,Bahawalpur Zone #325,Bahawalpur Zone,Bahawalpur
326,30.007964,71.31812,2,Unsafe,Multan Zone #326,Multan Zone,Multan
327,30.348479,71.509978,1,Safe,Multan Zone #327,Multan Zone,Multan
328,25.544952,68.305318,2,Unsafe,Hyderabad Zone #328,Hyderabad Zone,Hyderabad
329,25.208337,68.408251,2,Unsafe,Hyderabad Zone #329,Hyderabad Zone,Hyderabad
330,25.199124,68.192139,2,Unsafe,Hyderabad Zone #330,Hyderabad Zone,Hyderabad
331,24.928278,67.011726,2,Unsafe,Karachi Zone #331,Karachi Zone,Karachi
332,25.122263,66.928303,2,Unsafe,Karachi Zone #332,Karachi Zone,Karachi
333,26.369,68.347843,2,Unsafe,Sindh Interior #333,Sindh Interior,Sindh
334,26.380833,68.176559,2,Unsafe,Sindh Interior #334,Sindh Interior,Sindh
335,31.460158,74.277732,2,Unsafe,Lahore Zone #335,Lahore Zone,Lahore
336,28.524224,77.312075,2,Unsafe,Delhi / NCR #336,Delhi / NCR,Delhi
337,28.240514,73.222421,2,Unsafe,Bikaner Zone #337,Bikaner Zone,Bikaner
338,28.074462,73.359334,2,Unsafe,Bikaner Zone #338,Bikaner Zone,Bikaner
339,28.12804,73.511416,2,Unsafe,Bikaner Zone #339,Bikaner Zone,Bikaner
340,27.888505,73.179961,2,Unsafe,Bikaner Zone #340,Bikaner Zone,Bikaner
341,28.022193,73.395676,2,Unsafe,Rajasthan Border #341,Rajasthan Border,Rajasthan
342,27.803216,73.358779,2,Unsafe,Rajasthan Border #342,Rajasthan Border,Rajasthan
343,27.726204,73.527727,2,Unsafe,Rajasthan Border #343,Rajasthan Border,Rajasthan
344,29.442215,71.586067,2,Unsafe,Bahawalpur Zone #344,Bahawalpur Zone,Bahawalpur
345,29.279164,71.77313,2,Unsafe,Bahawalpur Zone #345,Bahawalpur Zone,Bahawalpur
346,29.491344,71.659314,2,Unsafe,Bahawalpur Zone #346,Bahawalpur Zone,Bahawalpur
347,30.234323,71.71076,2,Unsafe,Multan Zone #347,Multan Zone,Multan
348,30.279523,71.576276,2,Unsafe,Multan Zone #348,Multan Zone,Multan
349,25.472532,68.545151,2,Unsafe,Hyderabad Zone #349,Hyderabad Zone,Hyderabad
350,25.366313,68.370053,2,Unsafe,Hyderabad Zone #350,Hyderabad Zone,Hyderabad
351,25.466436,68.533785,2,Unsafe,Hyderabad Zone #351,Hyderabad Zone,Hyderabad
352,25.046984,66.907134,2,Unsafe,Karachi Zone #352,Karachi Zone,Karachi
353,24.749665,67.013425,1,Safe,Karachi Zone #353,Karachi Zone,Karachi
354,26.362031,68.331143,2,Unsafe,Sindh Interior #354,Sindh Interior,Sindh
355,26.154875,68.130959,2,Unsafe,Sindh Interior #355,Sindh Interior,Sindh
356,31.534905,74.38988,2,Unsafe,Lahore Zone #356,Lahore Zone,Lahore
357,28.749204,77.150212,1,Safe,Delhi / NCR #357,Delhi / NCR,Delhi
358,28.017208,73.121199,2,Unsafe,Bikaner Zone #358,Bikaner Zone,Bikaner
359,27.812937,73.279413,2,Unsafe,Bikaner Zone #359,Bikaner Zone,Bikaner
360,27.940045,73.197666,2,Unsafe,Bikaner Zone #360,Bikaner Zone,Bikaner
361,27.836097,73.51786,1,Safe,Bikaner Zone #361,Bikaner Zone,Bikaner
362,28.101181,73.58384,2,Unsafe,Rajasthan Border #362,Rajasthan Border,Rajasthan
363,28.152854,73.774808,1,Safe,Rajasthan Border #363,Rajasthan Border,Rajasthan
364,28.027527,73.44628,2,Unsafe,Rajasthan Border #364,Rajasthan Border,Rajasthan
365,29.193104,71.795321,2,Unsafe,Bahawalpur Zone #365,Bahawalpur Zone,Bahawalpur
366,29.386725,71.748179,2,Unsafe,Bahawalpur Zone #366,Bahawalpur Zone,Bahawalpur
367,29.587233,71.53667,2,Unsafe,Bahawalpur Zone #367,Bahawalpur Zone,Bahawalpur
368,30.188398,71.580653,2,Unsafe,Multan Zone #368,Multan Zone,Multan
369,30.146277,71.336059,2,Unsafe,Multan Zone #369,Multan Zone,Multan
370,25.331582,68.274989,2,Unsafe,Hyderabad Zone #370,Hyderabad Zone,Hyderabad
371,25.47656,68.51098,2,Unsafe,Hyderabad Zone #371,Hyderabad Zone,Hyderabad
372,25.323412,68.437153,2,Unsafe,Hyderabad Zone #372,Hyderabad Zone,Hyderabad
373,24.804698,67.300337,2,Unsafe,Karachi Zone #373,Karachi Zone,Karachi
374,25.041105,67.122543,2,Unsafe,Karachi Zone #374,Karachi Zone,Karachi
375,26.229672,68.216533,2,Unsafe,Sindh Interior #375,Sindh Interior,Sindh
376,26.170473,68.511583,2,Unsafe,Sindh Interior #376,Sindh Interior,Sindh
377,31.406879,74.306568,2,Unsafe,Lahore Zone #377,Lahore Zone,Lahore
378,28.769654,77.220947,1,Safe,Delhi / NCR #378,Delhi / NCR,Delhi
379,28.039167,73.270961,1,Safe,Bikaner Zone #379,Bikaner Zone,Bikaner
380,27.879412,73.247801,2,Unsafe,Bikaner Zone #380,Bikaner Zone,Bikaner
381,28.135399,73.366434,2,Unsafe,Bikaner Zone #381,Bikaner Zone,Bikaner
382,28.136996,73.176601,2,Unsafe,Bikaner Zone #382,Bikaner Zone,Bikaner
383,27.972149,73.742453,2,Unsafe,Rajasthan Border #383,Rajasthan Border,Rajasthan
384,27.922152,73.639213,2,Unsafe,Rajasthan Border #384,Rajasthan Border,Rajasthan
385,27.779642,73.762916,2,Unsafe,Rajasthan Border #385,Rajasthan Border,Rajasthan
386,29.448992,71.562684,2,Unsafe,Bahawalpur Zone #386,Bahawalpur Zone,Bahawalpur
387,29.24627,71.702878,2,Unsafe,Bahawalpur Zone #387,Bahawalpur Zone,Bahawalpur
388,29.423513,71.496944,2,Unsafe,Bahawalpur Zone #388,Bahawalpur Zone,Bahawalpur
389,30.371516,71.705818,2,Unsafe,Multan Zone #389,Multan Zone,Multan
390,30.132652,71.34786,2,Unsafe,Multan Zone #390,Multan Zone,Multan
391,25.549464,68.349269,2,Unsafe,Hyderabad Zone #391,Hyderabad Zone,Hyderabad
392,25.497471,68.353992,2,Unsafe,Hyderabad Zone #392,Hyderabad Zone,Hyderabad
393,25.298041,68.500626,2,Unsafe,Hyderabad Zone #393,Hyderabad Zone,Hyderabad
394,25.11611,66.984679,2,Unsafe,Karachi Zone #394,Karachi Zone,Karachi
395,24.923069,67.047614,2,Unsafe,Karachi Zone #395,Karachi Zone,Karachi
396,26.439841,68.303708,2,Unsafe,Sindh Interior #396,Sindh Interior,Sindh
397,26.420697,68.463812,1,Safe,Sindh Interior #397,Sindh Interior,Sindh
398,31.349311,74.430503,1,Safe,Lahore Zone #398,Lahore Zone,Lahore
399,28.511724,77.345412,2,Unsafe,Delhi / NCR #399,Delhi / NCR,Delhi
400,28.023482,73.454247,2,Unsafe,Bikaner Zone #400,Bikaner Zone,Bikaner
401,27.922278,73.21935,2,Unsafe,Bikaner Zone #401,Bikaner Zone,Bikaner
402,28.059122,73.534506,2,Unsafe,Bikaner Zone #402,Bikaner Zone,Bikaner
403,28.015338,73.151868,2,Unsafe,Bikaner Zone #403,Bikaner Zone,Bikaner
404,27.967361,73.480306,2,Unsafe,Rajasthan Border #404,Rajasthan Border,Rajasthan
405,27.973363,73.569544,2,Unsafe,Rajasthan Border #405,Rajasthan Border,Rajasthan
406,27.929905,73.4698,2,Unsafe,Rajasthan Border #406,Rajasthan Border,Rajasthan
407,29.259894,71.768874,2,Unsafe,Bahawalpur Zone #407,Bahawalpur Zone,Bahawalpur
408,29.432309,71.560103,2,Unsafe,Bahawalpur Zone #408,Bahawalpur Zone,Bahawalpur
409,29.523995,71.474641,2,Unsafe,Bahawalpur Zone #409,Bahawalpur Zone,Bahawalpur
410,30.260117,71.612353,2,Unsafe,Multan Zone #410,Multan Zone,Multan
411,30.290134,71.468735,2,Unsafe,Multan Zone #411,Multan Zone,Multan
412,25.47366,68.494336,2,Unsafe,Hyderabad Zone #412,Hyderabad Zone,Hyderabad
413,25.616368,68.347898,2,Unsafe,Hyderabad Zone #413,Hyderabad Zone,Hyderabad
414,25.191659,68.351031,2,Unsafe,Hyderabad Zone #414,Hyderabad Zone,Hyderabad
415,24.940581,67.266365,2,Unsafe,Karachi Zone #415,Karachi Zone,Karachi
416,25.068386,67.073138,2,Unsafe,Karachi Zone #416,Karachi Zone,Karachi
417,26.261678,68.280618,2,Unsafe,Sindh Interior #417,Sindh Interior,Sindh
418,26.3501,68.25949,2,Unsafe,Sindh Interior #418,Sindh Interior,Sindh
419,31.519652,74.144463,2,Unsafe,Lahore Zone #419,Lahore Zone,Lahore
420,28.536271,77.361142,2,Unsafe,Delhi / NCR #420,Delhi / NCR,Delhi
421,27.947353,73.396717,2,Unsafe,Bikaner Zone #421,Bikaner Zone,Bikaner
422,28.087426,73.468294,2,Unsafe,Bikaner Zone #422,Bikaner Zone,Bikaner
423,28.178554,73.471704,2,Unsafe,Bikaner Zone #423,Bikaner Zone,Bikaner
424,27.966004,73.227498,2,Unsafe,Bikaner Zone #424,Bikaner Zone,Bikaner
425,28.048423,73.666731,2,Unsafe,Rajasthan Border #425,Rajasthan Border,Rajasthan
426,28.117572,73.341155,2,Unsafe,Rajasthan Border #426,Rajasthan Border,Rajasthan
427,27.755789,73.609022,2,Unsafe,Rajasthan Border #427,Rajasthan Border,Rajasthan
428,29.589418,71.903842,2,Unsafe,Bahawalpur Zone #428,Bahawalpur Zone,Bahawalpur
429,29.511045,71.650287,2,Unsafe,Bahawalpur Zone #429,Bahawalpur Zone,Bahawalpur
430,29.219299,71.740187,2,Unsafe,Bahawalpur Zone #430,Bahawalpur Zone,Bahawalpur
431,30.317661,71.494655,2,Unsafe,Multan Zone #431,Multan Zone,Multan
432,30.237301,71.701541,2,Unsafe,Multan Zone #432,Multan Zone,Multan
433,25.195696,68.483265,1,Safe,Hyderabad Zone #433,Hyderabad Zone,Hyderabad
434,25.307015,68.293678,2,Unsafe,Hyderabad Zone #434,Hyderabad Zone,Hyderabad
435,25.240506,68.364025,1,Safe,Hyderabad Zone #435,Hyderabad Zone,Hyderabad
436,24.929668,67.231634,2,Unsafe,Karachi Zone #436,Karachi Zone,Karachi
437,24.751493,66.910536,2,Unsafe,Karachi Zone #437,Karachi Zone,Karachi
438,26.416878,68.35387,2,Unsafe,Sindh Interior #438,Sindh Interior,Sindh
439,26.133373,68.485773,1,Safe,Sindh Interior #439,Sindh Interior,Sindh
440,31.289403,74.282517,2,Unsafe,Lahore Zone #440,Lahore Zone,Lahore
441,28.43929,77.039897,2,Unsafe,Delhi / NCR #441,Delhi / NCR,Delhi
442,27.799229,73.447085,2,Unsafe,Bikaner Zone #442,Bikaner Zone,Bikaner
